t,i,j
35673.0,56,74
35673.0,16,35
35673.0,49,45
35674.0,49,45
35674.0,56,74
35675.0,49,45
35675.0,54,70
35675.0,26,21
35675.0,56,74
35676.0,56,74
35676.0,81,52
35676.0,49,45
35676.0,35,69
35676.0,26,21
35677.0,35,69
35677.0,56,74
35677.0,49,45
35677.0,81,52
35678.0,49,45
35678.0,56,74
35678.0,81,52
35678.0,35,69
35678.0,15,54
35679.0,56,74
35679.0,81,52
35679.0,15,54
35679.0,49,45
35680.0,49,45
35680.0,55,62
35680.0,15,54
35680.0,31,37
35681.0,55,62
35681.0,31,37
35681.0,49,45
35681.0,15,54
35681.0,32,22
35681.0,22,83
35682.0,22,83
35682.0,15,54
35682.0,31,37
35682.0,81,52
35682.0,55,62
35682.0,49,45
35682.0,29,33
35683.0,15,54
35683.0,31,37
35683.0,22,83
35683.0,29,33
35683.0,49,45
35683.0,55,62
35684.0,22,83
35684.0,49,45
35684.0,55,62
35685.0,55,62
35685.0,15,54
35685.0,49,45
35686.0,55,62
35686.0,49,45
35687.0,49,45
35687.0,22,83
35687.0,55,62
35688.0,22,83
35689.0,22,83
35689.0,15,54
35690.0,31,37
35690.0,22,83
35690.0,15,54
35691.0,4,84
35691.0,15,54
35691.0,31,37
35691.0,29,33
35691.0,22,83
35692.0,29,33
35692.0,31,37
35693.0,31,37
35694.0,15,54
35694.0,49,45
35694.0,31,37
35694.0,69,47
35695.0,69,47
35695.0,4,84
35695.0,31,37
35697.0,15,54
35698.0,54,70
35698.0,15,54
35698.0,81,52
35698.0,31,37
35699.0,31,37
35699.0,15,54
35699.0,54,70
35700.0,54,70
35700.0,31,37
35701.0,54,70
35701.0,31,37
35701.0,69,47
35702.0,31,37
35702.0,69,47
35702.0,15,54
35702.0,54,70
35702.0,15,70
35703.0,13,53
35703.0,31,37
35703.0,54,70
35703.0,15,70
35703.0,69,47
35703.0,15,54
35704.0,15,70
35704.0,81,52
35704.0,54,70
35704.0,69,47
35704.0,31,37
35704.0,15,54
35705.0,54,70
35705.0,69,47
35705.0,71,5
35705.0,81,52
35706.0,69,47
35706.0,13,53
35706.0,81,52
35706.0,71,5
35706.0,54,70
35707.0,81,52
35707.0,13,53
35707.0,65,37
35707.0,69,47
35708.0,18,59
35708.0,13,53
35708.0,81,52
35708.0,15,54
35708.0,69,47
35708.0,65,37
35709.0,69,47
35709.0,13,53
35709.0,81,52
35709.0,18,59
35710.0,69,47
35710.0,13,53
35710.0,18,59
35710.0,81,52
35711.0,69,47
35711.0,13,53
35711.0,18,59
35712.0,13,53
35712.0,18,59
35713.0,13,53
35713.0,18,59
35714.0,13,53
35714.0,18,59
35715.0,13,53
35716.0,69,47
35717.0,12,81
35717.0,69,47
35722.0,78,38
35722.0,74,70
35723.0,78,38
35724.0,73,11
35725.0,73,11
35726.0,1,33
35727.0,1,33
35728.0,31,37
35728.0,1,33
35729.0,1,33
35729.0,73,11
35730.0,65,37
35731.0,73,11
35731.0,1,33
35731.0,65,37
35732.0,1,33
35733.0,73,11
35734.0,12,81
35735.0,12,81
35735.0,73,11
35735.0,70,33
35736.0,70,33
35736.0,12,81
35737.0,74,33
35737.0,70,33
35739.0,81,52
35739.0,70,33
35740.0,70,33
35741.0,74,70
35741.0,70,33
35741.0,81,52
35742.0,74,70
35742.0,70,33
35742.0,74,33
35743.0,81,52
35743.0,70,33
35743.0,74,33
35744.0,70,33
35745.0,74,70
35745.0,70,33
35745.0,29,1
35746.0,70,33
35746.0,29,1
35746.0,81,52
35747.0,29,1
35747.0,31,37
35747.0,70,33
35747.0,74,33
35747.0,81,52
35748.0,70,33
35748.0,29,1
35748.0,31,37
35749.0,49,45
35749.0,65,37
35749.0,81,52
35749.0,29,1
35750.0,49,45
35750.0,31,37
35750.0,65,37
35750.0,74,33
35751.0,49,45
35751.0,81,52
35752.0,1,33
35752.0,31,37
35752.0,22,83
35753.0,31,37
35753.0,22,83
35753.0,1,33
35754.0,22,83
35754.0,81,52
35754.0,31,37
35755.0,31,37
35755.0,22,83
35756.0,22,83
35756.0,31,37
35757.0,22,83
35757.0,4,84
35757.0,31,37
35758.0,22,83
35758.0,4,84
35758.0,31,37
35759.0,22,83
35759.0,31,37
35760.0,22,83
35760.0,31,37
35760.0,1,33
35761.0,4,84
35761.0,22,83
35761.0,1,33
35761.0,81,52
35761.0,31,37
35762.0,81,52
35762.0,32,22
35762.0,31,37
35762.0,22,83
35763.0,31,37
35763.0,22,83
35764.0,31,37
35765.0,31,37
35765.0,81,52
35765.0,32,22
35766.0,4,70
35766.0,31,37
35766.0,81,52
35767.0,22,83
35767.0,81,52
35767.0,4,70
35767.0,1,33
35768.0,4,70
35768.0,81,52
35769.0,81,52
35770.0,35,42
35770.0,16,42
35770.0,4,70
35770.0,16,35
35770.0,72,10
35770.0,81,52
35771.0,4,70
35771.0,35,71
35771.0,35,42
35771.0,81,52
35771.0,29,33
35771.0,16,35
35771.0,72,10
35771.0,16,42
35772.0,35,71
35772.0,35,42
35772.0,16,42
35772.0,72,10
35772.0,1,33
35772.0,29,33
35772.0,81,52
35773.0,35,71
35773.0,72,10
35773.0,78,38
35773.0,1,33
35774.0,32,31
35774.0,72,10
35774.0,32,22
35774.0,1,33
35774.0,78,38
35775.0,32,22
35775.0,72,10
35775.0,31,22
35775.0,1,33
35775.0,32,31
35776.0,72,10
35776.0,31,22
35776.0,43,11
35777.0,72,10
35777.0,31,22
35778.0,72,10
35778.0,31,22
35779.0,65,37
35779.0,72,10
35779.0,49,45
35779.0,31,22
35780.0,49,45
35780.0,81,52
35780.0,56,74
35780.0,72,10
35781.0,72,10
35781.0,49,45
35781.0,35,42
35781.0,56,74
35782.0,31,22
35782.0,35,42
35782.0,72,10
35782.0,56,74
35783.0,35,42
35783.0,72,10
35783.0,31,22
35783.0,56,74
35784.0,72,10
35784.0,31,22
35784.0,56,74
35785.0,56,74
35785.0,72,10
35785.0,31,22
35785.0,16,35
35785.0,22,83
35786.0,56,74
35786.0,72,10
35787.0,56,74
35787.0,22,83
35787.0,81,52
35787.0,72,10
35788.0,31,22
35788.0,72,10
35788.0,1,33
35789.0,31,22
35789.0,72,10
35790.0,31,22
35790.0,72,10
35791.0,56,74
35791.0,72,10
35792.0,56,74
35793.0,56,74
35797.0,56,74
35797.0,49,45
35798.0,13,53
35798.0,1,33
35799.0,13,53
35799.0,1,33
35799.0,15,54
35800.0,13,53
35800.0,15,54
35800.0,78,69
35800.0,1,33
35801.0,13,53
35801.0,15,54
35801.0,1,33
35802.0,56,74
35802.0,13,53
35802.0,15,54
35803.0,15,54
35803.0,56,74
35803.0,13,53
35804.0,56,74
35804.0,15,54
35804.0,13,53
35805.0,72,10
35805.0,13,53
35806.0,13,53
35806.0,72,10
35807.0,72,10
35807.0,56,74
35807.0,15,54
35807.0,13,53
35808.0,72,10
35808.0,56,74
35808.0,15,54
35809.0,72,10
35809.0,13,58
35809.0,15,54
35810.0,56,74
35810.0,57,2
35810.0,72,10
35810.0,15,54
35811.0,72,10
35811.0,15,54
35811.0,13,58
35812.0,15,54
35812.0,72,10
35813.0,72,10
35814.0,72,10
35817.0,56,74
35817.0,81,52
35818.0,56,74
35818.0,18,59
35819.0,32,22
35819.0,56,74
35819.0,18,59
35820.0,56,74
35820.0,18,59
35821.0,32,31
35821.0,56,74
35821.0,32,22
35823.0,18,59
35824.0,18,59
35825.0,18,59
35826.0,18,59
35826.0,56,74
35826.0,69,47
35827.0,18,59
35827.0,69,47
35827.0,56,74
35828.0,18,59
35828.0,56,74
35828.0,32,31
35829.0,18,59
35829.0,61,7
35829.0,56,74
35829.0,32,31
35829.0,32,22
35830.0,32,22
35830.0,61,7
35831.0,32,22
35831.0,61,7
35831.0,18,59
35832.0,61,7
35832.0,18,59
35833.0,18,59
35833.0,81,52
35833.0,32,31
35833.0,61,7
35834.0,32,31
35834.0,18,59
35834.0,61,7
35834.0,81,52
35835.0,18,59
35835.0,69,47
35835.0,61,7
35836.0,69,47
35836.0,61,7
35836.0,18,59
35836.0,32,31
35837.0,32,31
35837.0,69,47
35837.0,61,7
35837.0,86,47
35838.0,86,69
35838.0,81,52
35838.0,69,47
35838.0,32,31
35838.0,86,47
35838.0,61,7
35838.0,18,59
35839.0,86,69
35839.0,61,7
35839.0,81,52
35839.0,56,74
35839.0,49,45
35839.0,86,47
35839.0,18,59
35840.0,49,45
35840.0,61,7
35840.0,81,52
35840.0,56,74
35841.0,56,74
35841.0,49,45
35841.0,61,7
35842.0,61,7
35842.0,49,45
35842.0,13,53
35842.0,56,74
35842.0,18,59
35843.0,86,47
35843.0,49,45
35843.0,61,7
35843.0,13,53
35844.0,18,59
35844.0,13,53
35844.0,49,45
35844.0,61,7
35844.0,86,47
35845.0,35,22
35845.0,61,7
35845.0,86,47
35846.0,86,47
35846.0,61,7
35846.0,82,60
35847.0,61,7
35847.0,82,60
35847.0,86,47
35848.0,61,7
35848.0,86,47
35848.0,18,59
35848.0,82,60
35849.0,86,47
35849.0,61,7
35849.0,82,60
35850.0,61,7
35850.0,82,60
35850.0,86,47
35851.0,86,47
35851.0,61,7
35851.0,82,60
35852.0,61,7
35852.0,86,47
35852.0,82,60
35853.0,82,60
35853.0,61,7
35853.0,81,52
35853.0,86,47
35854.0,61,7
35854.0,86,47
35854.0,81,52
35855.0,43,73
35855.0,61,7
35855.0,12,81
35855.0,13,53
35855.0,81,52
35856.0,61,7
35856.0,81,52
35857.0,81,52
35857.0,43,73
35857.0,61,7
35858.0,16,42
35858.0,61,7
35859.0,61,7
35859.0,61,76
35859.0,16,42
35863.0,56,74
35864.0,56,74
35865.0,56,74
35865.0,81,52
35867.0,56,74
35868.0,81,52
35868.0,56,74
35869.0,56,74
35869.0,81,52
35870.0,78,38
35870.0,56,74
35870.0,81,52
35871.0,81,52
35871.0,56,74
35872.0,86,47
35873.0,49,45
35873.0,82,60
35874.0,82,60
35874.0,49,45
35874.0,81,52
35875.0,82,60
35876.0,49,45
35876.0,82,60
35877.0,82,60
35877.0,68,33
35877.0,49,45
35877.0,78,38
35878.0,49,45
35878.0,78,38
35878.0,82,60
35879.0,78,38
35879.0,82,60
35880.0,78,38
35880.0,12,52
35880.0,82,60
35881.0,78,38
35881.0,82,60
35882.0,78,38
35882.0,82,60
35883.0,82,60
35883.0,31,83
35883.0,81,52
35884.0,31,83
35885.0,49,45
35885.0,81,52
35885.0,69,47
35886.0,81,52
35886.0,69,47
35886.0,49,45
35886.0,82,60
35887.0,32,31
35887.0,78,38
35887.0,82,60
35887.0,49,45
35888.0,78,38
35888.0,49,45
35888.0,82,60
35888.0,32,31
35889.0,49,45
35889.0,82,60
35889.0,32,31
35889.0,78,38
35890.0,49,45
35890.0,69,47
35891.0,49,45
35891.0,39,18
35891.0,78,38
35891.0,69,47
35892.0,69,47
35892.0,49,45
35893.0,49,45
35893.0,56,74
35893.0,69,47
35893.0,18,3
35894.0,56,74
35894.0,32,31
35894.0,49,45
35894.0,69,47
35895.0,56,74
35895.0,69,47
35895.0,82,60
35895.0,32,31
35895.0,49,45
35896.0,32,31
35896.0,56,74
35896.0,69,47
35897.0,56,74
35897.0,32,31
35897.0,49,45
35897.0,18,59
35897.0,69,47
35898.0,81,52
35898.0,69,47
35898.0,18,59
35898.0,56,74
35898.0,32,31
35899.0,56,74
35899.0,43,73
35899.0,81,52
35899.0,86,47
35899.0,32,31
35900.0,69,47
35900.0,32,31
35900.0,81,52
35900.0,56,74
35900.0,86,47
35900.0,43,73
35901.0,56,74
35901.0,69,47
35901.0,18,59
35902.0,56,74
35902.0,18,59
35903.0,18,59
35904.0,18,59
35905.0,18,59
35905.0,34,41
35906.0,34,41
35906.0,82,60
35906.0,61,7
35906.0,18,59
35907.0,61,7
35907.0,82,60
35907.0,34,41
35908.0,49,45
35908.0,61,7
35908.0,34,41
35908.0,39,18
35909.0,81,52
35909.0,39,18
35909.0,61,7
35909.0,18,3
35910.0,18,3
35911.0,34,41
35912.0,34,41
35912.0,61,7
35912.0,81,52
35913.0,82,60
35913.0,81,52
35913.0,61,7
35913.0,34,41
35914.0,61,7
35914.0,34,41
35915.0,39,18
35915.0,34,41
35915.0,61,7
35915.0,82,60
35916.0,61,7
35916.0,82,60
35916.0,34,41
35917.0,39,18
35917.0,81,52
35917.0,34,41
35917.0,61,7
35917.0,32,31
35917.0,18,3
35918.0,32,31
35918.0,34,41
35918.0,39,18
35918.0,49,45
35918.0,18,3
35918.0,61,7
35918.0,81,52
35919.0,32,31
35919.0,61,7
35919.0,34,41
35919.0,39,18
35920.0,32,31
35920.0,61,7
35920.0,82,60
35920.0,34,41
35921.0,61,7
35921.0,32,31
35921.0,82,60
35921.0,81,52
35921.0,34,41
35922.0,18,59
35922.0,34,41
35922.0,49,45
35922.0,81,52
35922.0,32,31
35922.0,82,60
35922.0,61,7
35923.0,81,52
35923.0,82,60
35923.0,32,31
35923.0,34,41
35924.0,82,60
35924.0,61,7
35924.0,34,41
35925.0,49,45
35925.0,18,59
35925.0,61,7
35925.0,82,60
35925.0,34,41
35926.0,34,41
35926.0,61,7
35926.0,49,45
35926.0,18,59
35926.0,82,60
35926.0,76,7
35927.0,61,7
35927.0,82,60
35927.0,34,41
35927.0,81,52
35927.0,49,45
35928.0,34,41
35928.0,49,45
35928.0,82,60
35928.0,81,52
35928.0,13,53
35929.0,34,41
35929.0,81,52
35929.0,82,60
35929.0,49,45
35930.0,78,38
35930.0,82,60
35930.0,34,41
35930.0,61,7
35930.0,12,81
35930.0,13,53
35930.0,49,45
35931.0,31,22
35931.0,34,41
35931.0,82,60
35931.0,61,7
35931.0,13,53
35931.0,12,81
35931.0,49,45
35931.0,18,59
35931.0,81,52
35932.0,31,22
35932.0,82,60
35932.0,73,11
35932.0,49,45
35932.0,13,53
35932.0,34,41
35932.0,61,7
35933.0,31,22
35933.0,13,53
35933.0,49,45
35933.0,73,11
35933.0,82,60
35933.0,61,7
35933.0,34,41
35934.0,82,60
35934.0,34,41
35934.0,31,22
35934.0,61,7
35934.0,49,45
35934.0,56,74
35935.0,49,45
35935.0,56,74
35935.0,34,41
35935.0,61,7
35935.0,31,22
35936.0,31,22
35936.0,56,74
35936.0,34,41
35936.0,61,7
35936.0,49,45
35937.0,31,22
35937.0,49,45
35937.0,56,74
35937.0,34,41
35938.0,34,41
35938.0,31,22
35938.0,56,74
35938.0,49,45
35939.0,49,45
35939.0,56,74
35939.0,34,41
35939.0,31,22
35939.0,18,59
35940.0,56,74
35940.0,34,41
35940.0,49,45
35940.0,61,7
35941.0,34,41
35941.0,56,74
35941.0,82,60
35941.0,61,7
35942.0,34,41
35942.0,49,45
35942.0,56,74
35942.0,61,7
35943.0,68,2
35943.0,34,41
35943.0,61,7
35943.0,49,45
35944.0,61,7
35944.0,81,52
35944.0,68,2
35944.0,34,41
35945.0,61,7
35945.0,81,52
35945.0,56,74
35945.0,68,2
35945.0,43,11
35945.0,34,41
35946.0,34,41
35946.0,22,83
35946.0,61,7
35946.0,81,52
35946.0,56,74
35946.0,32,22
35946.0,68,2
35946.0,49,45
35947.0,49,45
35947.0,61,7
35947.0,31,22
35947.0,68,2
35947.0,81,52
35947.0,56,74
35947.0,12,52
35947.0,32,22
35947.0,32,31
35948.0,32,31
35948.0,31,22
35948.0,49,45
35948.0,32,83
35948.0,32,22
35948.0,61,7
35949.0,49,45
35949.0,61,7
35949.0,31,22
35949.0,32,31
35949.0,32,22
35949.0,43,73
35950.0,32,31
35950.0,18,59
35950.0,49,45
35950.0,61,7
35950.0,56,74
35951.0,39,18
35951.0,18,59
35951.0,81,52
35951.0,68,2
35951.0,49,45
35952.0,49,45
35952.0,68,2
35952.0,61,7
35953.0,49,45
35954.0,61,7
35954.0,68,2
35954.0,49,45
35955.0,68,2
35955.0,49,45
35956.0,49,45
35956.0,61,7
35956.0,68,2
35957.0,82,60
35957.0,61,7
35957.0,49,45
35957.0,29,33
35958.0,49,45
35958.0,61,7
35958.0,29,33
35958.0,43,73
35959.0,61,7
35959.0,49,45
35959.0,82,60
35960.0,82,60
35960.0,49,45
35960.0,61,7
35961.0,82,60
35961.0,81,52
35961.0,49,45
35962.0,81,52
35962.0,49,45
35963.0,12,52
35963.0,12,81
35963.0,49,45
35963.0,61,7
35963.0,81,52
35964.0,56,74
35964.0,12,52
35964.0,61,7
35964.0,49,45
35965.0,32,31
35965.0,18,59
35965.0,13,53
35965.0,56,74
35965.0,78,38
35965.0,49,45
35965.0,82,60
35966.0,32,31
35966.0,49,45
35967.0,82,60
35967.0,32,31
35967.0,49,45
35967.0,61,7
35968.0,49,45
35969.0,32,31
35969.0,61,7
35969.0,49,45
35970.0,61,7
35970.0,49,45
35970.0,32,31
35971.0,49,45
35971.0,32,31
35972.0,13,53
35972.0,39,18
35972.0,61,7
35972.0,48,70
35972.0,49,45
35973.0,48,70
35973.0,61,7
35973.0,13,53
35973.0,39,18
35974.0,61,7
35974.0,48,70
35974.0,39,18
35974.0,49,45
35975.0,49,45
35975.0,39,18
35975.0,82,60
35976.0,48,70
35976.0,49,45
35976.0,82,60
35976.0,39,18
35977.0,34,41
35977.0,39,18
35977.0,61,7
35977.0,49,45
35978.0,49,45
35978.0,39,18
35979.0,49,45
35979.0,12,81
35979.0,65,37
35979.0,48,70
35980.0,12,81
35980.0,39,18
35980.0,48,70
35980.0,43,73
35980.0,61,7
35980.0,82,60
35981.0,48,70
35981.0,18,59
35981.0,39,18
35981.0,49,45
35981.0,12,81
35981.0,82,60
35982.0,39,18
35982.0,18,59
35982.0,48,70
35982.0,12,81
35982.0,49,45
35982.0,82,60
35983.0,39,18
35983.0,48,70
35983.0,12,81
35983.0,45,9
35983.0,82,60
35983.0,49,45
35983.0,81,52
35984.0,82,60
35984.0,49,45
35984.0,39,18
35985.0,81,52
35985.0,39,18
35985.0,82,60
35986.0,61,7
35986.0,39,18
35986.0,12,81
35987.0,39,18
35988.0,31,22
35988.0,32,31
35988.0,32,22
35988.0,39,18
35989.0,39,18
35989.0,32,31
35989.0,32,83
35989.0,82,60
35989.0,31,22
35989.0,32,22
35990.0,32,22
35990.0,56,74
35990.0,61,7
35990.0,39,18
35990.0,32,31
35990.0,81,52
35990.0,82,60
35991.0,82,60
35991.0,49,45
35991.0,32,22
35991.0,61,7
35991.0,22,83
35991.0,39,18
35991.0,81,52
35992.0,82,60
35992.0,22,83
35992.0,61,7
35992.0,32,22
35992.0,39,18
35992.0,56,74
35992.0,81,52
35993.0,22,83
35993.0,82,60
35993.0,49,45
35993.0,56,74
35993.0,61,7
35994.0,39,18
35994.0,49,45
35994.0,56,74
35994.0,22,83
35994.0,32,22
35995.0,56,74
35995.0,39,18
35995.0,82,60
35995.0,49,45
35995.0,13,53
35996.0,32,83
35996.0,49,45
35996.0,13,53
35996.0,39,18
35996.0,56,74
35996.0,18,59
35996.0,61,7
35997.0,16,42
35997.0,61,7
35997.0,32,22
35997.0,49,45
35997.0,56,74
35997.0,39,18
35998.0,16,42
35998.0,56,74
35998.0,49,45
35999.0,16,42
35999.0,61,7
35999.0,39,18
36000.0,16,42
36000.0,18,59
36000.0,61,7
36000.0,39,18
36001.0,18,59
36001.0,16,42
36002.0,61,7
36002.0,39,18
36002.0,82,60
36002.0,81,52
36002.0,18,59
36002.0,16,42
36003.0,61,7
36003.0,18,59
36003.0,82,60
36003.0,39,18
36003.0,16,42
36003.0,81,52
36003.0,12,81
36004.0,61,7
36004.0,12,81
36004.0,81,52
36004.0,18,59
36004.0,32,22
36004.0,39,18
36004.0,16,42
36004.0,82,60
36005.0,39,18
36005.0,18,59
36005.0,81,52
36005.0,32,22
36005.0,16,42
36005.0,82,60
36006.0,56,74
36006.0,39,3
36006.0,16,42
36006.0,81,52
36006.0,61,7
36006.0,82,60
36006.0,18,59
36007.0,61,7
36007.0,82,60
36007.0,16,42
36007.0,81,52
36007.0,39,18
36008.0,32,22
36008.0,18,59
36008.0,39,18
36008.0,82,60
36008.0,81,52
36009.0,39,18
36009.0,56,74
36009.0,82,60
36009.0,16,42
36009.0,81,52
36010.0,16,42
36010.0,39,59
36010.0,56,74
36010.0,81,52
36010.0,61,7
36011.0,16,42
36011.0,56,74
36011.0,61,7
36011.0,81,52
36012.0,56,74
36012.0,81,52
36012.0,16,42
36013.0,61,7
36013.0,56,74
36013.0,81,52
36013.0,39,18
36014.0,56,74
36014.0,18,59
36014.0,81,52
36014.0,16,42
36014.0,39,18
36015.0,39,18
36015.0,56,74
36015.0,82,60
36015.0,16,42
36015.0,81,52
36015.0,61,7
36016.0,39,59
36016.0,76,7
36016.0,16,42
36016.0,82,60
36016.0,56,74
36016.0,81,52
36017.0,56,74
36017.0,15,54
36017.0,18,59
36017.0,81,52
36017.0,82,60
36017.0,16,42
36017.0,76,7
36018.0,18,59
36018.0,34,41
36018.0,82,60
36018.0,56,74
36018.0,32,22
36018.0,81,52
36018.0,61,7
36019.0,68,2
36019.0,32,22
36019.0,81,52
36019.0,34,41
36019.0,16,42
36019.0,56,74
36019.0,82,60
36020.0,32,31
36020.0,32,22
36020.0,82,60
36020.0,16,42
36020.0,34,41
36020.0,81,52
36021.0,16,42
36021.0,34,41
36021.0,82,60
36021.0,81,52
36022.0,34,41
36022.0,82,60
36022.0,81,52
36023.0,81,52
36023.0,32,22
36023.0,32,31
36023.0,61,7
36023.0,34,41
36024.0,39,59
36024.0,32,22
36024.0,61,7
36024.0,81,52
36024.0,34,41
36024.0,31,22
36024.0,82,60
36024.0,43,73
36024.0,22,83
36024.0,16,42
36025.0,39,3
36025.0,39,59
36025.0,61,7
36025.0,34,41
36025.0,81,52
36025.0,32,22
36025.0,32,31
36026.0,43,73
36026.0,34,41
36026.0,81,52
36026.0,39,59
36026.0,43,11
36026.0,32,31
36027.0,81,52
36027.0,61,7
36027.0,73,11
36027.0,43,11
36027.0,43,73
36027.0,34,41
36027.0,32,31
36028.0,32,22
36028.0,81,52
36028.0,34,41
36029.0,34,41
36029.0,61,7
36029.0,81,52
36029.0,82,60
36030.0,34,41
36030.0,61,7
36030.0,81,52
36030.0,39,59
36031.0,81,52
36031.0,34,41
36031.0,32,22
36031.0,61,7
36032.0,34,41
36032.0,32,22
36032.0,31,22
36032.0,61,7
36032.0,81,52
36033.0,81,52
36033.0,16,42
36033.0,32,22
36033.0,31,22
36033.0,34,41
36034.0,16,42
36034.0,43,73
36034.0,81,52
36034.0,76,7
36034.0,31,22
36034.0,34,41
36034.0,32,22
36035.0,32,22
36035.0,34,41
36035.0,61,7
36035.0,81,52
36035.0,16,42
36036.0,32,22
36036.0,34,41
36036.0,61,7
36036.0,16,42
36036.0,81,52
36037.0,32,22
36037.0,16,42
36037.0,34,41
36038.0,81,52
36038.0,13,53
36038.0,34,41
36038.0,16,42
36038.0,61,7
36038.0,82,60
36039.0,13,53
36039.0,82,60
36039.0,34,41
36039.0,81,52
36039.0,16,42
36039.0,32,22
36040.0,76,7
36040.0,34,41
36040.0,16,42
36040.0,81,52
36041.0,34,41
36041.0,81,52
36041.0,16,42
36042.0,61,7
36042.0,34,41
36042.0,39,18
36042.0,32,22
36042.0,16,42
36042.0,81,52
36042.0,13,53
36043.0,13,53
36043.0,16,42
36043.0,81,52
36043.0,34,41
36044.0,16,42
36044.0,34,41
36044.0,13,53
36044.0,81,52
36045.0,34,41
36045.0,16,42
36045.0,81,52
36045.0,13,53
36045.0,32,31
36045.0,32,22
36045.0,31,22
36046.0,31,22
36046.0,61,7
36046.0,81,52
36046.0,16,42
36046.0,32,31
36046.0,13,53
36046.0,69,47
36046.0,32,22
36046.0,34,41
36047.0,73,11
36047.0,43,73
36047.0,81,52
36047.0,69,47
36047.0,34,41
36048.0,43,73
36048.0,81,52
36048.0,34,41
36048.0,69,47
36048.0,61,7
36048.0,73,11
36049.0,32,22
36049.0,34,41
36049.0,43,73
36049.0,81,52
36049.0,13,53
36049.0,61,7
36050.0,13,53
36050.0,43,73
36050.0,4,84
36050.0,81,52
36050.0,82,60
36050.0,61,7
36050.0,34,41
36051.0,32,22
36051.0,81,52
36051.0,13,53
36051.0,39,59
36051.0,61,7
36051.0,43,73
36051.0,34,41
36052.0,69,47
36052.0,32,22
36052.0,43,73
36052.0,13,53
36052.0,34,41
36052.0,31,83
36052.0,81,52
36052.0,82,60
36053.0,32,83
36053.0,61,7
36053.0,43,73
36053.0,39,59
36053.0,31,83
36053.0,69,47
36053.0,34,41
36053.0,81,52
36054.0,81,52
36054.0,19,75
36054.0,39,59
36054.0,31,22
36054.0,34,41
36054.0,13,53
36054.0,61,7
36054.0,43,73
36055.0,43,73
36055.0,81,52
36055.0,34,41
36055.0,31,22
36055.0,19,75
36055.0,39,59
36055.0,61,7
36056.0,43,73
36056.0,32,31
36056.0,32,22
36056.0,39,59
36056.0,81,52
36056.0,31,22
36056.0,19,75
36056.0,34,41
36056.0,76,7
36057.0,39,18
36057.0,34,41
36057.0,19,75
36057.0,43,73
36057.0,76,7
36057.0,31,22
36057.0,39,59
36057.0,81,52
36058.0,19,75
36058.0,34,41
36058.0,81,52
36058.0,13,53
36058.0,61,7
36058.0,82,60
36058.0,41,14
36058.0,43,73
36058.0,39,59
36059.0,43,73
36059.0,19,75
36059.0,41,14
36059.0,39,59
36059.0,81,52
36059.0,34,41
36060.0,31,22
36060.0,19,75
36060.0,61,7
36060.0,43,73
36060.0,41,14
36060.0,34,41
36061.0,39,59
36061.0,19,75
36061.0,43,73
36061.0,31,22
36061.0,34,41
36062.0,19,75
36062.0,76,7
36062.0,32,31
36062.0,39,59
36063.0,13,53
36063.0,19,75
36064.0,61,7
36064.0,39,59
36064.0,19,75
36064.0,13,53
36065.0,61,7
36065.0,39,59
36066.0,61,7
36066.0,19,75
36066.0,39,59
36066.0,55,62
36067.0,19,75
36067.0,55,62
36067.0,81,52
36067.0,69,47
36067.0,39,59
36067.0,82,60
36068.0,61,7
36068.0,39,59
36068.0,43,73
36068.0,19,75
36068.0,82,60
36068.0,76,7
36069.0,55,62
36069.0,31,83
36069.0,19,75
36069.0,76,7
36070.0,43,73
36070.0,61,7
36070.0,19,75
36070.0,55,62
36070.0,76,7
36070.0,82,60
36071.0,43,73
36071.0,82,60
36072.0,19,75
36072.0,43,73
36072.0,61,7
36072.0,82,60
36073.0,82,60
36073.0,19,75
36073.0,18,59
36073.0,61,7
36074.0,82,60
36074.0,19,75
36075.0,19,75
36075.0,61,7
36075.0,32,31
36075.0,82,60
36076.0,19,75
36076.0,82,60
36076.0,61,7
36077.0,13,53
36078.0,19,75
36078.0,43,73
36078.0,69,47
36078.0,18,59
36078.0,61,7
36079.0,69,47
36079.0,19,75
36079.0,31,22
36079.0,18,59
36080.0,18,59
36080.0,19,75
36080.0,69,47
36080.0,61,7
36081.0,31,22
36081.0,19,75
36081.0,69,47
36081.0,39,59
36081.0,39,18
36082.0,61,7
36082.0,39,59
36082.0,69,47
36082.0,18,59
36082.0,82,60
36082.0,31,22
36082.0,55,62
36082.0,39,18
36083.0,55,62
36083.0,39,18
36083.0,43,73
36083.0,43,11
36083.0,31,22
36083.0,39,59
36083.0,82,60
36084.0,82,60
36084.0,55,62
36084.0,39,59
36084.0,39,18
36085.0,55,62
36085.0,31,22
36085.0,29,33
36086.0,61,7
36087.0,61,7
36088.0,43,73
36088.0,76,7
36088.0,61,7
36089.0,43,73
36090.0,43,73
36090.0,78,38
36091.0,76,7
36091.0,43,73
36091.0,31,22
36092.0,32,31
36092.0,43,73
36092.0,76,7
36092.0,61,7
36093.0,43,73
36093.0,32,22
36093.0,32,31
36093.0,61,7
36093.0,76,7
36094.0,55,62
36094.0,43,73
36095.0,43,73
36096.0,61,7
36096.0,43,73
36097.0,43,73
36098.0,43,73
36098.0,61,7
36099.0,65,37
36099.0,61,7
36099.0,43,73
36100.0,43,73
36100.0,65,37
36101.0,65,37
