t,i,j
1380.0,1655,1785
1380.0,1660,1692
1380.0,1825,1519
1380.0,1485,1529
1380.0,1546,1548
1380.0,1778,1920
1380.0,1664,1808
1380.0,1538,1524
1380.0,1574,1439
1380.0,1890,1479
1380.0,1512,1531
1380.0,1692,1767
1380.0,1598,1696
1380.0,1698,1707
1380.0,1871,1517
1380.0,1550,1572
1380.0,1725,1462
1380.0,1642,1437
1380.0,1651,1703
1380.0,1650,1668
1381.0,1545,1626
1381.0,1546,1554
1381.0,1547,1613
1381.0,1562,1452
1381.0,1579,1828
1381.0,1579,1527
1381.0,1582,1623
1381.0,1585,1428
1381.0,1598,1648
1381.0,1599,1887
1381.0,1600,1825
1381.0,1600,1519
1381.0,1602,1698
1381.0,1613,1649
1381.0,1617,1652
1381.0,1617,1821
1381.0,1641,1707
1381.0,1648,1696
1381.0,1649,1681
1381.0,1655,1785
1381.0,1660,1692
1381.0,1670,1877
1381.0,1673,1698
1381.0,1673,1707
1381.0,1674,1825
1381.0,1678,1906
1381.0,1695,1831
1381.0,1698,1794
1381.0,1707,1821
1381.0,1731,1470
1381.0,1742,1520
1381.0,1749,1757
1381.0,1752,1428
1381.0,1766,1428
1381.0,1770,1811
1381.0,1785,1484
1381.0,1825,1519
1381.0,1857,1441
1381.0,1871,1890
1381.0,1906,1533
1381.0,1916,1917
1381.0,1485,1529
1381.0,1546,1548
1381.0,1550,1645
1381.0,1601,1458
1381.0,1602,1641
1381.0,1629,1458
1381.0,1645,1914
1381.0,1655,1886
1381.0,1711,1479
1381.0,1778,1920
1381.0,1804,1884
1381.0,1585,1752
1381.0,1664,1808
1381.0,1711,1890
1381.0,1538,1524
1381.0,1821,1441
1381.0,1574,1439
1381.0,1678,1919
1381.0,1890,1479
1381.0,1512,1531
1381.0,1562,1622
1381.0,1692,1767
1381.0,1598,1696
1381.0,1698,1707
1381.0,1871,1517
1381.0,1550,1572
1381.0,1725,1462
1381.0,1642,1437
1381.0,1651,1703
1381.0,1650,1668
1382.0,1546,1548
1382.0,1550,1773
1382.0,1550,1645
1382.0,1551,1269
1382.0,1590,1831
1382.0,1600,1674
1382.0,1601,1458
1382.0,1601,1629
1382.0,1602,1641
1382.0,1613,1698
1382.0,1629,1458
1382.0,1641,1850
1382.0,1645,1914
1382.0,1649,1664
1382.0,1655,1875
1382.0,1655,1717
1382.0,1655,1886
1382.0,1664,1707
1382.0,1673,1747
1382.0,1681,1707
1382.0,1684,1489
1382.0,1698,1850
1382.0,1706,1501
1382.0,1707,1850
1382.0,1711,1479
1382.0,1731,1455
1382.0,1747,1914
1382.0,1747,1773
1382.0,1774,1786
1382.0,1775,1434
1382.0,1778,1920
1382.0,1786,1887
1382.0,1789,1902
1382.0,1789,1471
1382.0,1804,1884
1382.0,1828,1527
1382.0,1912,1916
1382.0,1442,1455
1382.0,1547,1649
1382.0,1579,1706
1382.0,1579,1501
1382.0,1585,1752
1382.0,1585,1766
1382.0,1613,1707
1382.0,1664,1808
1382.0,1711,1890
1382.0,1731,1761
1382.0,1752,1766
1382.0,1889,1484
1382.0,1470,1533
1382.0,1538,1524
1382.0,1547,1664
1382.0,1660,1767
1382.0,1821,1441
1382.0,1898,1477
1382.0,1574,1439
1382.0,1678,1919
1382.0,1890,1479
1382.0,1512,1531
1382.0,1562,1622
1382.0,1692,1767
1382.0,1598,1696
1382.0,1655,1868
1382.0,1698,1707
1382.0,1840,1489
1382.0,1871,1517
1382.0,1918,1475
1382.0,1550,1572
1382.0,1725,1462
1382.0,1642,1437
1382.0,1651,1703
1382.0,1841,1901
1382.0,1650,1668
1383.0,1547,1649
1383.0,1547,1828
1383.0,1562,1505
1383.0,1573,1452
1383.0,1579,1706
1383.0,1579,1501
1383.0,1585,1752
1383.0,1585,1766
1383.0,1590,1698
1383.0,1590,1707
1383.0,1608,1470
1383.0,1613,1707
1383.0,1619,1681
1383.0,1619,1756
1383.0,1641,1914
1383.0,1648,1696
1383.0,1652,1747
1383.0,1664,1808
1383.0,1665,1894
1383.0,1670,1711
1383.0,1674,1825
1383.0,1674,1519
1383.0,1678,1901
1383.0,1683,1880
1383.0,1711,1890
1383.0,1711,1908
1383.0,1713,1762
1383.0,1731,1761
1383.0,1752,1766
1383.0,1786,1873
1383.0,1871,1505
1383.0,1889,1484
1383.0,1898,1522
1383.0,1426,1501
1383.0,1470,1533
1383.0,1538,1524
1383.0,1547,1664
1383.0,1547,1707
1383.0,1590,1649
1383.0,1660,1767
1383.0,1695,1831
1383.0,1749,1892
1383.0,1773,1914
1383.0,1821,1441
1383.0,1877,1908
1383.0,1890,1908
1383.0,1898,1477
1383.0,1908,1479
1383.0,1438,1517
1383.0,1568,1623
1383.0,1574,1439
1383.0,1655,1873
1383.0,1660,1692
1383.0,1678,1919
1383.0,1890,1479
1383.0,1512,1531
1383.0,1547,1698
1383.0,1562,1622
1383.0,1877,1890
1383.0,1692,1767
1383.0,1598,1696
1383.0,1599,1889
1383.0,1655,1868
1383.0,1629,1911
1383.0,1698,1707
1383.0,1711,1877
1383.0,1840,1489
1383.0,1871,1517
1383.0,1918,1475
1383.0,1550,1572
1383.0,1725,1462
1383.0,1541,1678
1383.0,1642,1437
1383.0,1651,1703
1383.0,1841,1901
1383.0,1650,1668
1384.0,1538,1524
1384.0,1542,1619
1384.0,1543,1528
1384.0,1544,1438
1384.0,1547,1664
1384.0,1547,1707
1384.0,1560,1835
1384.0,1562,1619
1384.0,1563,1476
1384.0,1590,1649
1384.0,1602,1617
1384.0,1602,1483
1384.0,1606,1622
1384.0,1619,1872
1384.0,1619,1622
1384.0,1649,1664
1384.0,1660,1767
1384.0,1664,1698
1384.0,1673,1747
1384.0,1676,1831
1384.0,1695,1831
1384.0,1725,1490
1384.0,1749,1892
1384.0,1749,1477
1384.0,1752,1527
1384.0,1761,1831
1384.0,1764,1441
1384.0,1773,1914
1384.0,1773,1828
1384.0,1789,1504
1384.0,1789,1917
1384.0,1821,1441
1384.0,1825,1519
1384.0,1831,1530
1384.0,1835,1915
1384.0,1853,1471
1384.0,1871,1908
1384.0,1875,1887
1384.0,1877,1908
1384.0,1890,1908
1384.0,1892,1920
1384.0,1892,1505
1384.0,1898,1477
1384.0,1898,1527
1384.0,1908,1479
1384.0,1912,1496
1384.0,1438,1517
1384.0,1546,1548
1384.0,1568,1623
1384.0,1574,1439
1384.0,1655,1873
1384.0,1660,1692
1384.0,1664,1831
1384.0,1676,1761
1384.0,1678,1919
1384.0,1707,1808
1384.0,1752,1522
1384.0,1766,1892
1384.0,1789,1908
1384.0,1868,1873
1384.0,1890,1479
1384.0,1512,1531
1384.0,1541,1906
1384.0,1547,1698
1384.0,1562,1622
1384.0,1695,1761
1384.0,1877,1890
1384.0,1577,1531
1384.0,1692,1767
1384.0,1892,1477
1384.0,1598,1696
1384.0,1599,1889
1384.0,1655,1868
1384.0,1834,1863
1384.0,1629,1911
1384.0,1698,1707
1384.0,1711,1877
1384.0,1840,1489
1384.0,1871,1517
1384.0,1912,1916
1384.0,1918,1475
1384.0,1550,1572
1384.0,1725,1462
1384.0,1698,1808
1384.0,1541,1678
1384.0,1642,1437
1384.0,1651,1703
1384.0,1841,1901
1384.0,1650,1668
1385.0,1546,1548
1385.0,1568,1623
1385.0,1574,1439
1385.0,1576,1752
1385.0,1585,1522
1385.0,1585,1766
1385.0,1587,1634
1385.0,1592,1471
1385.0,1619,1871
1385.0,1655,1873
1385.0,1655,1786
1385.0,1655,1886
1385.0,1660,1692
1385.0,1664,1692
1385.0,1664,1831
1385.0,1665,1894
1385.0,1676,1761
1385.0,1678,1919
1385.0,1683,1880
1385.0,1707,1808
1385.0,1725,1747
1385.0,1747,1845
1385.0,1752,1522
1385.0,1752,1455
1385.0,1756,1466
1385.0,1766,1507
1385.0,1766,1892
1385.0,1789,1908
1385.0,1789,1517
1385.0,1831,1448
1385.0,1831,1917
1385.0,1868,1873
1385.0,1890,1479
1385.0,1908,1517
1385.0,1431,1516
1385.0,1441,1487
1385.0,1512,1531
1385.0,1541,1906
1385.0,1547,1698
1385.0,1562,1622
1385.0,1617,1857
1385.0,1676,1731
1385.0,1695,1761
1385.0,1718,1889
1385.0,1877,1890
1385.0,1892,1522
1385.0,1577,1531
1385.0,1601,1458
1385.0,1655,1865
1385.0,1692,1767
1385.0,1752,1766
1385.0,1892,1477
1385.0,1507,1522
1385.0,1598,1696
1385.0,1599,1889
1385.0,1599,1492
1385.0,1599,1718
1385.0,1655,1868
1385.0,1749,1757
1385.0,1573,1452
1385.0,1834,1863
1385.0,1850,1441
1385.0,1617,1764
1385.0,1629,1911
1385.0,1698,1707
1385.0,1711,1877
1385.0,1585,1752
1385.0,1676,1775
1385.0,1840,1489
1385.0,1871,1517
1385.0,1912,1916
1385.0,1918,1475
1385.0,1550,1572
1385.0,1725,1462
1385.0,1698,1808
1385.0,1541,1678
1385.0,1642,1437
1385.0,1651,1703
1385.0,1841,1901
1385.0,1650,1668
1386.0,1541,1906
1386.0,1547,1698
1386.0,1547,1707
1386.0,1562,1622
1386.0,1565,1688
1386.0,1585,1831
1386.0,1606,1884
1386.0,1617,1857
1386.0,1641,1470
1386.0,1651,1766
1386.0,1655,1829
1386.0,1655,1774
1386.0,1670,1711
1386.0,1676,1887
1386.0,1676,1731
1386.0,1695,1761
1386.0,1703,1766
1386.0,1718,1889
1386.0,1725,1487
1386.0,1731,1887
1386.0,1752,1505
1386.0,1752,1831
1386.0,1774,1492
1386.0,1785,1470
1386.0,1831,1477
1386.0,1866,1871
1386.0,1877,1890
1386.0,1877,1479
1386.0,1890,1908
1386.0,1890,1517
1386.0,1892,1522
1386.0,1908,1479
1386.0,1919,1473
1386.0,1538,1524
1386.0,1566,1467
1386.0,1577,1531
1386.0,1601,1458
1386.0,1655,1865
1386.0,1659,1727
1386.0,1673,1747
1386.0,1692,1767
1386.0,1752,1766
1386.0,1804,1510
1386.0,1889,1492
1386.0,1892,1898
1386.0,1892,1477
1386.0,1484,1492
1386.0,1507,1522
1386.0,1598,1696
1386.0,1599,1889
1386.0,1599,1492
1386.0,1599,1718
1386.0,1655,1868
1386.0,1749,1757
1386.0,1877,1908
1386.0,1573,1452
1386.0,1711,1908
1386.0,1752,1501
1386.0,1773,1835
1386.0,1834,1863
1386.0,1850,1441
1386.0,1617,1764
1386.0,1629,1911
1386.0,1698,1707
1386.0,1711,1877
1386.0,1585,1752
1386.0,1676,1775
1386.0,1840,1489
1386.0,1871,1517
1386.0,1912,1916
1386.0,1918,1475
1386.0,1550,1572
1386.0,1725,1462
1386.0,1698,1808
1386.0,1541,1678
1386.0,1642,1437
1386.0,1651,1703
1386.0,1841,1901
1386.0,1598,1635
1386.0,1650,1668
1387.0,1537,1912
1387.0,1538,1524
1387.0,1560,1664
1387.0,1566,1467
1387.0,1574,1439
1387.0,1577,1531
1387.0,1590,1473
1387.0,1590,1649
1387.0,1600,1674
1387.0,1601,1458
1387.0,1622,1879
1387.0,1648,1696
1387.0,1655,1865
1387.0,1659,1727
1387.0,1660,1767
1387.0,1664,1835
1387.0,1669,1754
1387.0,1673,1747
1387.0,1674,1519
1387.0,1678,1717
1387.0,1683,1464
1387.0,1691,1906
1387.0,1692,1767
1387.0,1713,1762
1387.0,1717,1775
1387.0,1718,1492
1387.0,1718,1774
1387.0,1752,1766
1387.0,1752,1527
1387.0,1766,1527
1387.0,1804,1510
1387.0,1831,1522
1387.0,1857,1470
1387.0,1866,1908
1387.0,1871,1527
1387.0,1889,1492
1387.0,1892,1898
1387.0,1892,1477
1387.0,1449,1512
1387.0,1470,1483
1387.0,1484,1492
1387.0,1501,1505
1387.0,1501,1522
1387.0,1507,1522
1387.0,1517,1527
1387.0,1537,1689
1387.0,1543,1528
1387.0,1546,1548
1387.0,1598,1696
1387.0,1599,1889
1387.0,1599,1492
1387.0,1599,1718
1387.0,1655,1868
1387.0,1747,1465
1387.0,1749,1757
1387.0,1766,1871
1387.0,1802,1865
1387.0,1831,1505
1387.0,1835,1894
1387.0,1877,1908
1387.0,1889,1484
1387.0,1573,1452
1387.0,1711,1908
1387.0,1752,1501
1387.0,1773,1835
1387.0,1834,1863
1387.0,1850,1441
1387.0,1512,1531
1387.0,1617,1764
1387.0,1629,1911
1387.0,1676,1498
1387.0,1678,1906
1387.0,1698,1707
1387.0,1711,1877
1387.0,1485,1529
1387.0,1585,1752
1387.0,1599,1484
1387.0,1676,1775
1387.0,1840,1489
1387.0,1871,1517
1387.0,1912,1916
1387.0,1918,1475
1387.0,1550,1572
1387.0,1449,1531
1387.0,1725,1462
1387.0,1775,1498
1387.0,1547,1590
1387.0,1641,1664
1387.0,1698,1808
1387.0,1541,1678
1387.0,1660,1692
1387.0,1642,1437
1387.0,1651,1703
1387.0,1841,1901
1387.0,1598,1635
1387.0,1650,1668
1388.0,1537,1689
1388.0,1543,1528
1388.0,1546,1548
1388.0,1562,1875
1388.0,1570,1731
1388.0,1572,1470
1388.0,1583,1890
1388.0,1585,1517
1388.0,1585,1879
1388.0,1598,1696
1388.0,1599,1889
1388.0,1599,1734
1388.0,1599,1774
1388.0,1599,1492
1388.0,1599,1718
1388.0,1600,1890
1388.0,1600,1519
1388.0,1622,1875
1388.0,1629,1458
1388.0,1641,1919
1388.0,1644,1473
1388.0,1652,1725
1388.0,1655,1868
1388.0,1655,1734
1388.0,1676,1480
1388.0,1699,1496
1388.0,1703,1434
1388.0,1703,1501
1388.0,1711,1479
1388.0,1747,1465
1388.0,1749,1757
1388.0,1761,1775
1388.0,1766,1871
1388.0,1767,1855
1388.0,1774,1889
1388.0,1802,1865
1388.0,1829,1886
1388.0,1831,1505
1388.0,1835,1894
1388.0,1845,1437
1388.0,1875,1448
1388.0,1877,1908
1388.0,1889,1484
1388.0,1568,1582
1388.0,1573,1452
1388.0,1695,1761
1388.0,1711,1908
1388.0,1717,1906
1388.0,1752,1501
1388.0,1773,1835
1388.0,1829,1873
1388.0,1834,1863
1388.0,1850,1441
1388.0,1854,1527
1388.0,1898,1477
1388.0,1512,1531
1388.0,1599,1907
1388.0,1617,1764
1388.0,1629,1911
1388.0,1655,1907
1388.0,1676,1498
1388.0,1678,1906
1388.0,1698,1707
1388.0,1711,1877
1388.0,1485,1529
1388.0,1562,1622
1388.0,1585,1752
1388.0,1599,1484
1388.0,1676,1775
1388.0,1766,1879
1388.0,1840,1489
1388.0,1871,1517
1388.0,1912,1916
1388.0,1918,1475
1388.0,1550,1572
1388.0,1449,1531
1388.0,1725,1462
1388.0,1775,1498
1388.0,1547,1590
1388.0,1641,1664
1388.0,1698,1808
1388.0,1707,1808
1388.0,1541,1678
1388.0,1660,1692
1388.0,1642,1437
1388.0,1651,1703
1388.0,1547,1649
1388.0,1841,1901
1388.0,1608,1894
1388.0,1598,1635
1388.0,1650,1668
1389.0,1547,1644
1389.0,1550,1887
1389.0,1563,1592
1389.0,1564,1470
1389.0,1568,1582
1389.0,1573,1452
1389.0,1574,1439
1389.0,1579,1761
1389.0,1583,1519
1389.0,1585,1501
1389.0,1587,1634
1389.0,1601,1831
1389.0,1623,1706
1389.0,1670,1908
1389.0,1676,1531
1389.0,1692,1887
1389.0,1695,1761
1389.0,1711,1866
1389.0,1711,1908
1389.0,1711,1890
1389.0,1717,1906
1389.0,1747,1831
1389.0,1752,1501
1389.0,1752,1879
1389.0,1757,1501
1389.0,1761,1480
1389.0,1766,1501
1389.0,1773,1835
1389.0,1804,1510
1389.0,1829,1873
1389.0,1834,1863
1389.0,1850,1441
1389.0,1854,1527
1389.0,1857,1887
1389.0,1866,1890
1389.0,1877,1890
1389.0,1879,1501
1389.0,1890,1908
1389.0,1898,1477
1389.0,1501,1517
1389.0,1512,1531
1389.0,1566,1467
1389.0,1572,1887
1389.0,1599,1907
1389.0,1617,1764
1389.0,1629,1911
1389.0,1645,1756
1389.0,1655,1907
1389.0,1670,1711
1389.0,1676,1498
1389.0,1678,1906
1389.0,1692,1731
1389.0,1698,1707
1389.0,1711,1877
1389.0,1866,1908
1389.0,1485,1529
1389.0,1507,1522
1389.0,1562,1622
1389.0,1585,1752
1389.0,1599,1484
1389.0,1600,1674
1389.0,1676,1775
1389.0,1766,1879
1389.0,1840,1489
1389.0,1871,1517
1389.0,1912,1916
1389.0,1918,1475
1389.0,1550,1572
1389.0,1655,1774
1389.0,1898,1920
1389.0,1449,1531
1389.0,1655,1484
1389.0,1725,1462
1389.0,1775,1498
1389.0,1547,1590
1389.0,1641,1664
1389.0,1698,1808
1389.0,1707,1808
1389.0,1752,1766
1389.0,1541,1678
1389.0,1660,1692
1389.0,1642,1437
1389.0,1857,1441
1389.0,1651,1703
1389.0,1547,1649
1389.0,1652,1747
1389.0,1841,1901
1389.0,1608,1894
1389.0,1598,1635
1389.0,1650,1668
1390.0,1566,1467
1390.0,1572,1887
1390.0,1574,1734
1390.0,1579,1717
1390.0,1599,1907
1390.0,1617,1835
1390.0,1617,1764
1390.0,1626,1742
1390.0,1628,1871
1390.0,1629,1911
1390.0,1645,1756
1390.0,1648,1696
1390.0,1655,1907
1390.0,1660,1731
1390.0,1664,1845
1390.0,1664,1773
1390.0,1670,1711
1390.0,1673,1747
1390.0,1676,1498
1390.0,1678,1906
1390.0,1678,1901
1390.0,1692,1731
1390.0,1692,1863
1390.0,1698,1707
1390.0,1711,1877
1390.0,1711,1479
1390.0,1713,1762
1390.0,1731,1835
1390.0,1764,1857
1390.0,1764,1835
1390.0,1773,1845
1390.0,1785,1811
1390.0,1789,1902
1390.0,1804,1438
1390.0,1835,1441
1390.0,1835,1857
1390.0,1866,1908
1390.0,1866,1527
1390.0,1877,1908
1390.0,1887,1437
1390.0,1890,1519
1390.0,1894,1914
1390.0,1904,1501
1390.0,1908,1519
1390.0,1485,1529
1390.0,1485,1531
1390.0,1507,1522
1390.0,1562,1622
1390.0,1585,1752
1390.0,1599,1484
1390.0,1600,1674
1390.0,1659,1727
1390.0,1676,1775
1390.0,1718,1851
1390.0,1764,1850
1390.0,1766,1879
1390.0,1835,1887
1390.0,1840,1489
1390.0,1855,1480
1390.0,1871,1517
1390.0,1912,1916
1390.0,1918,1475
1390.0,1473,1533
1390.0,1550,1572
1390.0,1599,1655
1390.0,1617,1857
1390.0,1617,1850
1390.0,1648,1749
1390.0,1655,1774
1390.0,1850,1857
1390.0,1898,1920
1390.0,1449,1531
1390.0,1655,1484
1390.0,1725,1462
1390.0,1775,1498
1390.0,1547,1590
1390.0,1641,1664
1390.0,1698,1808
1390.0,1707,1808
1390.0,1752,1766
1390.0,1541,1678
1390.0,1660,1692
1390.0,1642,1437
1390.0,1857,1441
1390.0,1651,1703
1390.0,1674,1890
1390.0,1547,1649
1390.0,1613,1644
1390.0,1652,1747
1390.0,1841,1901
1390.0,1608,1894
1390.0,1598,1635
1390.0,1650,1668
1391.0,1546,1548
1391.0,1562,1622
1391.0,1582,1656
1391.0,1585,1752
1391.0,1591,1858
1391.0,1599,1484
1391.0,1600,1890
1391.0,1600,1674
1391.0,1601,1458
1391.0,1602,1811
1391.0,1602,1725
1391.0,1617,1664
1391.0,1650,1825
1391.0,1651,1897
1391.0,1659,1727
1391.0,1664,1764
1391.0,1668,1825
1391.0,1676,1775
1391.0,1711,1819
1391.0,1711,1908
1391.0,1718,1851
1391.0,1761,1775
1391.0,1764,1850
1391.0,1766,1879
1391.0,1767,1787
1391.0,1774,1484
1391.0,1828,1465
1391.0,1835,1887
1391.0,1840,1489
1391.0,1855,1480
1391.0,1866,1877
1391.0,1871,1517
1391.0,1877,1527
1391.0,1898,1477
1391.0,1908,1527
1391.0,1912,1916
1391.0,1918,1475
1391.0,1433,1448
1391.0,1473,1533
1391.0,1483,1485
1391.0,1501,1517
1391.0,1550,1572
1391.0,1590,1649
1391.0,1599,1655
1391.0,1617,1857
1391.0,1617,1850
1391.0,1628,1875
1391.0,1648,1749
1391.0,1655,1774
1391.0,1706,1501
1391.0,1850,1857
1391.0,1898,1920
1391.0,1449,1531
1391.0,1569,1742
1391.0,1587,1634
1391.0,1617,1441
1391.0,1655,1786
1391.0,1655,1484
1391.0,1695,1761
1391.0,1725,1462
1391.0,1775,1498
1391.0,1775,1439
1391.0,1547,1590
1391.0,1623,1501
1391.0,1641,1664
1391.0,1698,1808
1391.0,1707,1808
1391.0,1752,1766
1391.0,1541,1678
1391.0,1660,1692
1391.0,1676,1439
1391.0,1642,1437
1391.0,1857,1441
1391.0,1651,1703
1391.0,1674,1890
1391.0,1547,1649
1391.0,1613,1644
1391.0,1652,1747
1391.0,1841,1901
1391.0,1608,1894
1391.0,1598,1635
1391.0,1650,1668
1392.0,1547,1713
1392.0,1550,1572
1392.0,1550,1622
1392.0,1562,1692
1392.0,1566,1467
1392.0,1572,1731
1392.0,1573,1725
1392.0,1590,1649
1392.0,1599,1655
1392.0,1602,1452
1392.0,1617,1857
1392.0,1617,1850
1392.0,1617,1731
1392.0,1628,1875
1392.0,1641,1485
1392.0,1645,1756
1392.0,1648,1897
1392.0,1648,1749
1392.0,1655,1774
1392.0,1664,1731
1392.0,1698,1713
1392.0,1706,1501
1392.0,1713,1533
1392.0,1731,1441
1392.0,1731,1857
1392.0,1749,1897
1392.0,1775,1513
1392.0,1804,1510
1392.0,1850,1857
1392.0,1887,1437
1392.0,1894,1529
1392.0,1898,1920
1392.0,1906,1513
1392.0,1914,1533
1392.0,1437,1496
1392.0,1439,1513
1392.0,1449,1531
1392.0,1496,1505
1392.0,1507,1524
1392.0,1541,1906
1392.0,1569,1742
1392.0,1587,1634
1392.0,1600,1825
1392.0,1617,1441
1392.0,1655,1786
1392.0,1655,1484
1392.0,1664,1773
1392.0,1676,1498
1392.0,1678,1906
1392.0,1683,1897
1392.0,1695,1761
1392.0,1725,1462
1392.0,1752,1879
1392.0,1775,1498
1392.0,1775,1439
1392.0,1789,1902
1392.0,1877,1908
1392.0,1547,1590
1392.0,1623,1501
1392.0,1641,1664
1392.0,1698,1808
1392.0,1698,1717
1392.0,1707,1808
1392.0,1727,1779
1392.0,1752,1766
1392.0,1439,1498
1392.0,1541,1678
1392.0,1660,1692
1392.0,1835,1437
1392.0,1438,1519
1392.0,1676,1439
1392.0,1804,1438
1392.0,1585,1766
1392.0,1642,1437
1392.0,1857,1441
1392.0,1651,1703
1392.0,1674,1890
1392.0,1547,1649
1392.0,1613,1644
1392.0,1622,1731
1392.0,1829,1886
1392.0,1652,1747
1392.0,1841,1901
1392.0,1608,1894
1392.0,1754,1821
1392.0,1598,1635
1392.0,1650,1668
1393.0,1541,1906
1393.0,1564,1619
1393.0,1569,1742
1393.0,1587,1634
1393.0,1600,1825
1393.0,1600,1890
1393.0,1602,1725
1393.0,1617,1441
1393.0,1622,1845
1393.0,1623,1706
1393.0,1626,1742
1393.0,1655,1786
1393.0,1655,1484
1393.0,1659,1727
1393.0,1664,1773
1393.0,1676,1498
1393.0,1678,1906
1393.0,1683,1880
1393.0,1683,1897
1393.0,1695,1761
1393.0,1696,1897
1393.0,1707,1717
1393.0,1711,1908
1393.0,1711,1877
1393.0,1717,1808
1393.0,1725,1465
1393.0,1725,1462
1393.0,1731,1773
1393.0,1752,1879
1393.0,1775,1498
1393.0,1775,1439
1393.0,1789,1902
1393.0,1798,1840
1393.0,1798,1485
1393.0,1819,1897
1393.0,1829,1873
1393.0,1875,1470
1393.0,1877,1908
1393.0,1912,1916
1393.0,1916,1491
1393.0,1918,1475
1393.0,1428,1431
1393.0,1547,1590
1393.0,1623,1501
1393.0,1641,1664
1393.0,1676,1775
1393.0,1698,1808
1393.0,1698,1717
1393.0,1698,1535
1393.0,1707,1808
1393.0,1727,1779
1393.0,1752,1766
1393.0,1835,1887
1393.0,1439,1498
1393.0,1485,1529
1393.0,1522,1524
1393.0,1541,1678
1393.0,1554,1853
1393.0,1660,1692
1393.0,1835,1437
1393.0,1438,1519
1393.0,1676,1439
1393.0,1804,1438
1393.0,1585,1766
1393.0,1642,1437
1393.0,1546,1548
1393.0,1857,1441
1393.0,1601,1458
1393.0,1651,1703
1393.0,1674,1890
1393.0,1698,1707
1393.0,1547,1649
1393.0,1613,1644
1393.0,1622,1731
1393.0,1829,1886
1393.0,1652,1747
1393.0,1841,1901
1393.0,1871,1517
1393.0,1608,1894
1393.0,1754,1821
1393.0,1598,1635
1393.0,1650,1668
1394.0,1538,1522
1394.0,1547,1590
1394.0,1560,1526
1394.0,1585,1438
1394.0,1599,1774
1394.0,1602,1798
1394.0,1604,1858
1394.0,1609,1908
1394.0,1609,1877
1394.0,1613,1513
1394.0,1613,1845
1394.0,1623,1501
1394.0,1641,1664
1394.0,1651,1749
1394.0,1655,1721
1394.0,1655,1774
1394.0,1656,1501
1394.0,1664,1771
1394.0,1669,1754
1394.0,1676,1775
1394.0,1683,1464
1394.0,1698,1808
1394.0,1698,1717
1394.0,1698,1535
1394.0,1703,1749
1394.0,1703,1455
1394.0,1707,1808
1394.0,1717,1830
1394.0,1717,1535
1394.0,1727,1779
1394.0,1749,1819
1394.0,1752,1766
1394.0,1761,1439
1394.0,1773,1473
1394.0,1835,1887
1394.0,1840,1489
1394.0,1439,1498
1394.0,1449,1531
1394.0,1485,1529
1394.0,1517,1525
1394.0,1522,1524
1394.0,1541,1678
1394.0,1554,1853
1394.0,1660,1692
1394.0,1835,1437
1394.0,1853,1470
1394.0,1898,1517
1394.0,1438,1519
1394.0,1496,1505
1394.0,1507,1522
1394.0,1550,1513
1394.0,1641,1771
1394.0,1676,1439
1394.0,1804,1438
1394.0,1585,1752
1394.0,1585,1766
1394.0,1642,1437
1394.0,1546,1548
1394.0,1857,1441
1394.0,1601,1458
1394.0,1651,1703
1394.0,1674,1890
1394.0,1438,1510
1394.0,1698,1707
1394.0,1547,1649
1394.0,1920,1517
1394.0,1613,1644
1394.0,1622,1731
1394.0,1829,1886
1394.0,1652,1747
1394.0,1841,1901
1394.0,1554,1470
1394.0,1871,1517
1394.0,1608,1894
1394.0,1754,1821
1394.0,1598,1635
1394.0,1650,1668
1395.0,1541,1698
1395.0,1541,1678
1395.0,1547,1808
1395.0,1547,1717
1395.0,1550,1473
1395.0,1554,1853
1395.0,1601,1911
1395.0,1619,1673
1395.0,1622,1771
1395.0,1625,1875
1395.0,1642,1835
1395.0,1655,1786
1395.0,1659,1779
1395.0,1660,1692
1395.0,1673,1866
1395.0,1698,1480
1395.0,1698,1855
1395.0,1707,1480
1395.0,1711,1908
1395.0,1711,1877
1395.0,1717,1808
1395.0,1717,1775
1395.0,1721,1786
1395.0,1787,1851
1395.0,1804,1510
1395.0,1835,1496
1395.0,1835,1437
1395.0,1853,1470
1395.0,1884,1438
1395.0,1898,1920
1395.0,1898,1517
1395.0,1898,1477
1395.0,1908,1916
1395.0,1438,1519
1395.0,1473,1513
1395.0,1496,1505
1395.0,1501,1525
1395.0,1507,1522
1395.0,1547,1775
1395.0,1550,1513
1395.0,1550,1572
1395.0,1590,1513
1395.0,1599,1721
1395.0,1626,1742
1395.0,1641,1771
1395.0,1676,1841
1395.0,1676,1439
1395.0,1721,1774
1395.0,1804,1438
1395.0,1449,1512
1395.0,1512,1531
1395.0,1541,1906
1395.0,1585,1752
1395.0,1585,1766
1395.0,1642,1437
1395.0,1678,1906
1395.0,1829,1873
1395.0,1873,1886
1395.0,1546,1548
1395.0,1619,1866
1395.0,1676,1498
1395.0,1857,1441
1395.0,1601,1458
1395.0,1651,1703
1395.0,1674,1890
1395.0,1691,1906
1395.0,1438,1510
1395.0,1698,1707
1395.0,1547,1649
1395.0,1871,1920
1395.0,1920,1517
1395.0,1613,1644
1395.0,1622,1731
1395.0,1829,1886
1395.0,1775,1808
1395.0,1652,1747
1395.0,1841,1901
1395.0,1554,1470
1395.0,1871,1517
1395.0,1608,1894
1395.0,1754,1821
1395.0,1598,1635
1395.0,1650,1668
1396.0,1537,1522
1396.0,1537,1524
