t,i,j
13335.0,223,939
13336.0,223,939
13337.0,223,939
13338.0,223,939
13338.0,153,271
13339.0,223,939
13341.0,223,939
13343.0,223,939
13344.0,223,939
13345.0,223,939
13346.0,223,939
13347.0,223,939
13349.0,511,771
13354.0,153,271
13356.0,119,150
13366.0,211,751
13366.0,123,194
13368.0,223,939
13371.0,273,778
13372.0,119,448
13373.0,119,448
13373.0,335,762
13374.0,63,481
13376.0,63,481
13379.0,211,751
13379.0,184,751
13380.0,102,762
13380.0,184,751
13380.0,105,513
13381.0,105,513
13382.0,105,513
13388.0,211,265
13389.0,211,265
13404.0,134,265
13405.0,116,134
13406.0,134,804
13407.0,134,184
13407.0,134,268
13407.0,134,751
13408.0,134,184
13409.0,134,184
13410.0,134,184
13411.0,134,184
13412.0,134,184
13412.0,134,751
13413.0,184,751
13413.0,134,184
13413.0,134,751
13414.0,95,311
13414.0,184,751
13414.0,134,751
13414.0,134,184
13415.0,134,184
13415.0,134,751
13415.0,311,662
13416.0,134,184
13416.0,56,311
13417.0,134,184
13418.0,223,311
13418.0,134,184
13418.0,184,751
13418.0,184,196
13418.0,56,311
13419.0,134,496
13419.0,311,662
13419.0,184,194
13419.0,134,662
13419.0,223,311
13419.0,134,184
13419.0,134,751
13419.0,223,662
13419.0,184,223
13420.0,39,267
13420.0,39,184
13421.0,134,184
13421.0,134,751
13422.0,184,751
13422.0,134,751
13423.0,184,751
13424.0,184,751
13424.0,105,267
13424.0,95,205
13424.0,134,751
13425.0,184,751
13425.0,267,513
13426.0,184,751
13438.0,184,751
13440.0,153,492
13445.0,95,123
13446.0,95,123
13447.0,95,123
13448.0,95,123
13449.0,95,123
13449.0,335,762
13450.0,95,123
13451.0,95,123
13452.0,95,123
13453.0,95,123
13455.0,95,123
13456.0,95,123
13457.0,95,123
13458.0,95,123
13459.0,95,123
13460.0,95,123
13461.0,95,123
13462.0,95,123
13463.0,95,123
13464.0,95,123
13465.0,95,123
13465.0,265,273
13466.0,95,123
13467.0,95,123
13468.0,95,123
13469.0,95,123
13470.0,95,123
13471.0,95,123
13472.0,95,123
13473.0,95,123
13474.0,95,123
13476.0,95,123
13477.0,95,123
13478.0,95,123
13479.0,95,123
13494.0,153,271
13495.0,153,271
13496.0,153,271
13498.0,153,271
13501.0,184,751
13502.0,184,751
13503.0,184,751
13507.0,211,265
13512.0,273,778
13552.0,63,481
13553.0,63,481
13574.0,95,123
13576.0,762,771
13577.0,762,771
13578.0,762,771
13580.0,95,123
13583.0,95,123
13584.0,95,123
13593.0,95,123
13594.0,95,123
13594.0,335,762
13598.0,95,123
13599.0,95,123
13601.0,63,709
13625.0,533,601
13626.0,533,601
13627.0,533,601
13628.0,533,601
13629.0,533,601
13630.0,533,601
13632.0,533,601
13633.0,533,601
13634.0,533,601
13635.0,533,601
13637.0,533,601
13638.0,533,601
13639.0,533,601
13640.0,533,601
13641.0,533,601
13643.0,533,601
13643.0,268,751
13651.0,533,601
13653.0,533,601
13654.0,123,253
13655.0,123,253
13656.0,123,253
13657.0,123,253
13658.0,123,253
13659.0,123,253
13665.0,123,253
13668.0,499,533
13669.0,499,533
13672.0,153,533
13673.0,499,533
13675.0,499,533
13687.0,39,113
13692.0,39,113
13693.0,39,113
13694.0,39,113
13700.0,39,79
13701.0,39,79
13701.0,481,709
13702.0,39,79
13711.0,153,271
13712.0,113,194
13712.0,153,271
13715.0,113,194
13715.0,153,271
13718.0,153,271
13719.0,153,271
13724.0,205,267
13727.0,105,267
13727.0,205,267
13727.0,153,271
13728.0,153,271
13729.0,153,492
13729.0,50,875
13730.0,153,492
13730.0,205,267
13730.0,153,271
13733.0,153,271
13733.0,205,267
13735.0,499,533
13736.0,153,271
13736.0,499,533
13738.0,153,271
13739.0,271,492
13740.0,271,533
13740.0,153,271
13741.0,271,492
13741.0,153,271
13749.0,39,194
13750.0,39,194
13751.0,39,194
13752.0,95,765
13752.0,39,194
13753.0,95,765
13754.0,494,765
13754.0,113,194
13754.0,39,113
13754.0,39,194
13755.0,113,194
13755.0,39,113
13756.0,113,194
13756.0,39,113
13756.0,39,194
13757.0,39,113
13757.0,39,194
13758.0,39,113
13758.0,39,194
13759.0,39,113
13760.0,39,194
13762.0,39,113
13762.0,39,194
13799.0,184,751
13800.0,184,751
13814.0,80,431
13817.0,184,751
13818.0,116,751
13824.0,265,751
13825.0,265,751
13825.0,265,268
13826.0,268,751
13826.0,265,751
13826.0,265,268
13827.0,184,265
13827.0,265,751
13828.0,184,265
13828.0,265,751
13829.0,184,265
13829.0,265,751
13829.0,184,751
13830.0,184,265
13830.0,265,751
13831.0,184,265
13831.0,265,751
13831.0,116,265
13832.0,116,265
13832.0,116,751
13832.0,134,431
13833.0,265,751
13833.0,134,431
13834.0,134,431
13835.0,134,431
13836.0,134,431
13838.0,134,431
13893.0,335,762
13895.0,762,875
13898.0,335,771
13898.0,311,335
13902.0,431,784
13914.0,50,134
13916.0,50,134
13923.0,116,267
13924.0,56,105
13924.0,205,267
13924.0,56,267
13925.0,267,939
13925.0,56,205
13925.0,56,267
13926.0,56,267
13927.0,95,267
13927.0,95,939
13927.0,56,267
13927.0,56,95
13928.0,95,939
13928.0,95,267
13928.0,56,267
13928.0,56,95
13942.0,153,271
13944.0,153,271
13946.0,153,271
13947.0,271,492
13950.0,153,271
13950.0,132,194
13951.0,153,271
13952.0,120,132
13952.0,194,662
13952.0,132,662
13953.0,194,662
13954.0,120,194
13954.0,120,662
13954.0,39,662
13955.0,132,662
13955.0,132,194
13955.0,120,194
13955.0,194,662
13955.0,120,132
13955.0,120,662
13955.0,39,662
13955.0,39,194
13956.0,194,662
13956.0,120,194
13956.0,39,662
13956.0,39,194
13957.0,194,662
13957.0,120,194
13957.0,120,662
13958.0,150,709
13958.0,120,194
13959.0,113,662
13959.0,120,194
13959.0,194,662
13960.0,120,132
13960.0,194,662
13960.0,120,194
13960.0,132,662
13961.0,120,132
13961.0,120,194
13961.0,132,194
13962.0,120,132
13962.0,120,194
13963.0,120,194
13963.0,120,132
13964.0,120,194
13965.0,39,662
13965.0,39,194
13965.0,120,194
13966.0,120,194
13966.0,39,662
13967.0,120,194
13968.0,132,194
13968.0,39,120
13968.0,120,194
13968.0,39,662
13968.0,39,194
13969.0,132,194
13969.0,132,603
13969.0,120,132
13969.0,39,662
13970.0,120,194
13970.0,120,132
13970.0,132,194
13971.0,120,132
13971.0,132,194
13973.0,102,223
13973.0,132,194
13973.0,431,784
13973.0,431,875
13973.0,120,194
13974.0,120,132
13974.0,132,194
13975.0,120,132
13975.0,431,875
13975.0,132,194
13976.0,784,875
13976.0,120,132
13977.0,15,95
13977.0,120,132
13978.0,120,194
13978.0,194,662
13978.0,132,662
13978.0,209,804
13979.0,209,804
13980.0,120,194
13980.0,15,95
13980.0,209,771
13980.0,181,194
13980.0,120,181
13981.0,120,194
13985.0,39,120
13985.0,39,194
13986.0,39,120
13986.0,120,194
13986.0,39,194
13987.0,39,120
13987.0,120,194
13987.0,39,194
13988.0,132,194
13988.0,39,120
13988.0,194,662
13988.0,120,194
13988.0,39,662
13988.0,39,194
13989.0,194,662
13989.0,120,194
13989.0,132,194
13989.0,39,194
13990.0,194,662
13991.0,120,194
13991.0,194,939
13991.0,194,662
13991.0,120,662
13992.0,120,132
13992.0,194,662
13992.0,120,194
13992.0,120,662
13993.0,120,132
13993.0,120,194
13993.0,120,662
13993.0,132,194
13994.0,132,194
13994.0,120,194
13994.0,120,132
14000.0,153,271
14001.0,153,271
14003.0,56,272
14003.0,56,172
14004.0,56,272
14004.0,120,987
14014.0,56,132
14015.0,131,205
14017.0,15,95
14017.0,205,267
14018.0,15,95
14018.0,105,267
14020.0,275,431
14021.0,275,431
14022.0,275,431
14022.0,80,172
14023.0,275,431
14024.0,275,431
14025.0,275,431
14026.0,63,481
14026.0,275,431
14027.0,119,275
14027.0,275,431
14028.0,275,431
14030.0,150,481
14031.0,275,431
14031.0,150,481
14032.0,275,431
14032.0,123,223
14033.0,123,223
14034.0,275,431
14034.0,123,223
14035.0,119,804
14035.0,123,223
14036.0,50,311
14039.0,275,431
14040.0,275,431
14041.0,275,431
14042.0,275,431
14043.0,275,431
14044.0,275,431
14045.0,275,431
14046.0,275,431
14048.0,275,431
14048.0,131,311
14049.0,131,311
14049.0,275,431
14050.0,275,431
14051.0,95,113
14051.0,275,431
14051.0,153,271
14052.0,275,431
14053.0,275,431
14054.0,265,751
14055.0,265,751
14057.0,184,751
14062.0,271,492
14066.0,153,492
14077.0,39,181
14084.0,273,778
14091.0,533,709
14093.0,123,223
14104.0,119,134
14105.0,181,223
14105.0,119,335
14106.0,272,603
14120.0,119,492
14122.0,153,271
14124.0,116,771
14137.0,50,311
14137.0,335,762
14138.0,50,311
14139.0,119,533
14140.0,119,533
14141.0,119,533
14142.0,119,533
14147.0,116,762
14147.0,150,709
14148.0,116,762
14148.0,150,709
14148.0,119,533
14151.0,50,311
14153.0,119,533
14155.0,50,311
14163.0,185,265
14168.0,762,771
14169.0,762,771
14171.0,50,311
14171.0,131,311
14171.0,751,778
14172.0,50,131
14173.0,751,778
14173.0,150,499
14174.0,150,499
14175.0,751,778
14178.0,134,762
14180.0,134,762
14180.0,119,533
14181.0,134,762
14182.0,134,762
14187.0,751,778
14192.0,119,533
14195.0,153,271
14210.0,119,533
14211.0,119,533
14212.0,119,533
14213.0,311,819
14214.0,311,819
14215.0,311,819
14245.0,95,311
14246.0,271,499
14247.0,271,499
14263.0,119,533
14264.0,119,533
14265.0,119,533
14266.0,119,533
14267.0,119,533
14268.0,119,533
14269.0,119,533
14270.0,119,533
14275.0,123,223
14285.0,119,533
14296.0,153,492
14301.0,273,778
14302.0,273,778
14303.0,273,778
14316.0,153,492
14318.0,153,492
14330.0,119,533
14333.0,56,778
14335.0,119,533
14335.0,153,271
14338.0,95,123
14339.0,119,533
14340.0,119,533
14341.0,119,533
14346.0,119,533
14346.0,223,311
14350.0,35,265
14351.0,95,123
14356.0,35,268
14357.0,35,268
14357.0,119,533
14358.0,35,268
14362.0,119,533
14363.0,119,533
14364.0,153,271
14365.0,119,533
14367.0,119,533
14369.0,153,271
14372.0,819,987
14372.0,153,271
14373.0,119,533
14374.0,119,533
14375.0,119,533
14375.0,153,271
14376.0,119,533
14377.0,153,271
14378.0,119,533
14378.0,153,271
14379.0,95,123
14380.0,95,123
14381.0,95,123
14382.0,95,123
14383.0,95,123
14385.0,113,242
14387.0,95,123
14388.0,95,123
14394.0,95,123
14395.0,116,311
14395.0,119,533
14396.0,63,481
14396.0,116,311
14396.0,311,662
14397.0,311,662
14398.0,311,662
14399.0,311,662
14401.0,205,267
14402.0,205,267
14402.0,95,123
14402.0,131,778
14402.0,63,481
14403.0,267,496
14403.0,205,267
14405.0,267,496
14405.0,496,662
14407.0,95,123
14408.0,95,123
14409.0,499,601
14410.0,223,311
14411.0,267,662
14413.0,196,267
14414.0,131,875
14414.0,196,267
14424.0,153,271
14428.0,150,271
14430.0,223,496
14430.0,496,662
14431.0,223,496
14435.0,95,123
14435.0,223,496
14436.0,134,275
14436.0,95,123
14436.0,223,496
14436.0,134,431
14437.0,153,601
14437.0,95,123
14440.0,153,271
14441.0,35,185
14445.0,153,271
14447.0,105,113
14448.0,105,113
14450.0,223,662
14451.0,132,496
14454.0,15,267
14465.0,63,533
14466.0,63,533
14466.0,50,771
14467.0,50,771
14469.0,50,771
14472.0,50,771
14473.0,50,771
14474.0,153,492
14475.0,63,153
14476.0,50,771
14479.0,50,771
14481.0,134,431
14483.0,50,771
14483.0,134,431
14485.0,50,771
14495.0,102,131
14499.0,95,123
14503.0,105,513
14505.0,95,494
14509.0,153,271
14510.0,56,132
14510.0,153,271
14512.0,50,771
14513.0,50,771
14516.0,268,845
14516.0,15,95
14521.0,119,804
14524.0,50,771
14525.0,119,275
14525.0,153,271
14526.0,119,275
14526.0,268,845
14527.0,63,481
14529.0,50,771
14534.0,153,271
14535.0,153,271
14539.0,50,771
14550.0,95,123
14550.0,15,223
14553.0,50,771
14561.0,50,119
14565.0,119,771
14565.0,153,271
14566.0,119,771
14566.0,153,271
14567.0,50,119
14567.0,50,771
14567.0,153,271
14568.0,50,119
14568.0,153,271
14569.0,119,771
14570.0,119,771
14571.0,119,771
14572.0,50,119
14572.0,119,771
14573.0,50,119
14573.0,119,771
14574.0,50,119
14574.0,105,513
14575.0,119,771
14576.0,119,771
14579.0,185,265
14583.0,185,265
14584.0,185,265
14585.0,119,275
14589.0,119,275
14589.0,185,265
14590.0,119,275
14591.0,185,265
14592.0,185,265
14593.0,185,265
14594.0,185,265
14600.0,185,265
14601.0,105,513
14601.0,185,265
14602.0,185,265
14604.0,185,265
14617.0,185,265
14618.0,185,265
14620.0,185,265
14621.0,185,265
14641.0,153,271
14642.0,153,271
14643.0,153,271
14644.0,153,271
14645.0,153,271
14646.0,153,271
14647.0,153,271
14648.0,153,271
14649.0,153,271
14650.0,153,271
14651.0,153,271
14653.0,153,271
14654.0,153,271
14656.0,153,271
14657.0,153,271
14660.0,153,271
14661.0,153,271
14662.0,153,271
14663.0,153,271
14664.0,153,271
14665.0,153,271
14666.0,153,271
14667.0,153,271
14668.0,153,271
14669.0,153,271
14671.0,153,271
14672.0,105,113
14672.0,153,271
14674.0,153,271
14675.0,153,271
14676.0,153,271
14677.0,185,778
14677.0,153,271
14678.0,153,271
14680.0,153,271
14682.0,185,778
14684.0,185,778
14686.0,185,778
14687.0,185,778
14687.0,185,273
14688.0,185,778
14688.0,273,778
14688.0,185,273
14689.0,185,778
14689.0,185,273
14690.0,273,778
14690.0,185,273
14691.0,185,778
14691.0,185,273
14691.0,273,778
14692.0,273,778
14693.0,273,778
14693.0,185,273
14693.0,153,271
14694.0,185,273
14694.0,273,778
14696.0,185,273
14697.0,185,273
14698.0,56,132
14698.0,185,273
14699.0,185,273
14699.0,273,778
14700.0,185,273
14700.0,273,778
14701.0,273,778
14701.0,185,273
14702.0,273,778
14703.0,185,778
14703.0,185,273
14704.0,63,481
14707.0,185,273
14725.0,50,335
14726.0,481,533
14727.0,63,481
14731.0,63,481
14736.0,39,272
14741.0,39,751
14806.0,15,95
14807.0,15,95
14810.0,15,95
14813.0,15,95
14814.0,15,95
14820.0,15,95
14824.0,15,95
14855.0,511,804
14892.0,131,845
14896.0,131,845
14897.0,131,845
14898.0,131,845
14899.0,131,845
14900.0,131,845
14901.0,131,845
14903.0,131,845
14904.0,131,845
14905.0,131,845
14906.0,131,845
14907.0,131,845
14909.0,131,845
14911.0,131,845
14912.0,131,845
14914.0,131,845
14916.0,131,845
14920.0,131,845
17438.0,150,533
17439.0,150,533
17454.0,150,533
17474.0,273,826
17476.0,119,804
17478.0,154,499
17479.0,154,499
17481.0,273,826
17496.0,154,499
17503.0,271,492
17504.0,271,492
17505.0,271,492
17505.0,172,987
17506.0,271,492
17507.0,271,492
17509.0,181,662
17510.0,181,662
17511.0,39,662
17512.0,39,662
17513.0,39,662
17514.0,39,662
17515.0,39,662
17517.0,39,662
17518.0,39,662
17519.0,255,826
17519.0,39,662
17520.0,255,826
17520.0,39,662
17521.0,255,826
17521.0,39,662
17522.0,255,826
17523.0,63,481
17523.0,39,662
17524.0,63,481
17524.0,39,662
17526.0,273,826
17527.0,255,273
17527.0,273,826
17528.0,255,273
17528.0,273,826
17528.0,39,662
17529.0,273,826
17529.0,39,662
17530.0,255,826
17530.0,273,826
17531.0,273,826
17532.0,273,826
17533.0,255,826
17534.0,255,826
17535.0,273,826
17536.0,273,826
17537.0,273,826
17538.0,273,826
17539.0,255,826
17539.0,273,826
17540.0,273,826
17541.0,273,826
17542.0,255,826
17542.0,255,273
17542.0,273,826
17542.0,150,533
17543.0,255,826
17547.0,255,826
17547.0,255,273
17547.0,273,826
17548.0,255,826
17548.0,255,273
17548.0,273,826
17549.0,273,826
17549.0,255,826
17549.0,255,273
17552.0,240,431
17553.0,240,431
17554.0,240,431
17555.0,240,431
17556.0,150,533
17557.0,150,533
17560.0,240,431
17561.0,50,771
17563.0,150,499
17564.0,211,267
17564.0,240,431
17565.0,211,267
17567.0,211,267
17568.0,211,267
17569.0,211,267
17569.0,150,499
17570.0,211,267
17570.0,240,431
17571.0,271,601
17571.0,211,267
17571.0,240,431
17572.0,211,267
17572.0,240,431
17573.0,240,431
17574.0,211,267
17574.0,240,431
17575.0,211,267
17576.0,240,431
17577.0,240,431
17578.0,211,267
17578.0,240,431
17579.0,211,267
17579.0,240,431
17580.0,240,431
17581.0,240,431
17582.0,240,431
17583.0,240,431
17608.0,29,496
17609.0,29,496
17611.0,105,267
17614.0,267,513
17621.0,63,709
17624.0,150,709
17624.0,63,150
17625.0,63,150
17626.0,150,601
17626.0,63,150
17626.0,271,481
17627.0,271,601
17627.0,63,150
17627.0,184,751
17628.0,271,601
17628.0,150,154
17629.0,271,601
17629.0,63,150
17630.0,150,601
17630.0,63,533
17630.0,154,481
17630.0,271,601
17630.0,63,150
17631.0,105,513
17631.0,154,481
17631.0,271,601
17631.0,63,150
17632.0,271,601
17632.0,63,533
17632.0,150,533
17633.0,63,533
17633.0,271,601
17633.0,63,492
17634.0,448,481
17634.0,271,601
17634.0,63,492
17635.0,448,481
17635.0,271,601
17635.0,63,492
17636.0,63,492
17636.0,271,601
17637.0,63,492
17637.0,271,601
17638.0,271,601
17638.0,63,492
17639.0,271,601
17639.0,63,492
17640.0,63,492
17641.0,63,492
17642.0,271,601
17643.0,448,481
17643.0,271,601
17643.0,63,709
17643.0,63,150
17644.0,448,481
17644.0,271,601
17644.0,63,150
17647.0,63,492
17648.0,194,496
17648.0,63,533
17650.0,63,492
17650.0,271,601
17651.0,271,601
17651.0,123,253
17651.0,63,150
17652.0,63,150
17652.0,123,253
17653.0,150,601
17653.0,63,150
17654.0,63,533
17655.0,448,481
17655.0,63,533
17655.0,123,253
17656.0,448,481
17656.0,123,253
17657.0,448,481
17657.0,123,253
17658.0,448,481
17659.0,448,481
17660.0,448,481
17661.0,448,481
17662.0,448,481
17663.0,448,481
17663.0,63,533
17664.0,448,481
17664.0,63,533
17664.0,63,492
17665.0,448,481
17665.0,63,492
17666.0,271,601
17667.0,150,601
17668.0,448,481
17668.0,63,492
17669.0,448,481
17670.0,448,481
17670.0,194,496
17671.0,448,481
17672.0,448,481
17673.0,448,481
17673.0,150,601
17674.0,448,481
17674.0,150,271
17674.0,63,492
17676.0,271,601
17677.0,271,601
17678.0,271,601
17679.0,271,601
17681.0,63,492
17682.0,271,601
17688.0,63,492
17688.0,63,150
17691.0,63,492
17692.0,63,492
17693.0,63,492
17698.0,63,492
17699.0,63,492
17700.0,63,492
17702.0,63,492
17704.0,63,492
17715.0,448,481
17716.0,448,481
17717.0,63,150
17731.0,80,804
17737.0,63,150
17744.0,273,845
17749.0,63,150
17759.0,63,492
17761.0,63,492
17762.0,63,492
17763.0,63,492
17764.0,63,492
17765.0,63,492
17766.0,63,492
17770.0,63,492
17771.0,63,492
17775.0,63,709
17785.0,150,533
17787.0,63,150
17789.0,63,492
17789.0,63,533
17790.0,63,492
17790.0,150,601
17792.0,63,150
17794.0,63,150
17795.0,63,150
17808.0,150,601
17809.0,184,751
17810.0,184,751
17819.0,63,492
17820.0,150,601
17825.0,50,875
17841.0,63,492
17842.0,50,875
17843.0,29,95
17845.0,50,875
17846.0,29,95
17850.0,50,875
17852.0,63,492
17852.0,63,150
17854.0,29,95
17855.0,29,95
17856.0,63,150
17856.0,29,95
17857.0,29,95
17857.0,63,150
17857.0,35,826
17858.0,63,150
17860.0,63,150
17862.0,63,150
17870.0,50,80
17871.0,50,762
17874.0,50,762
17893.0,63,492
17894.0,63,492
17895.0,63,492
17896.0,63,492
17900.0,63,492
17901.0,63,492
17903.0,63,492
17904.0,63,492
17906.0,63,492
17907.0,63,492
17907.0,50,762
17908.0,63,492
17909.0,63,533
17910.0,35,826
17911.0,448,481
17914.0,35,826
17915.0,35,826
17919.0,35,826
17920.0,35,826
17921.0,15,123
17921.0,35,826
17922.0,123,253
17922.0,35,826
17923.0,35,826
17924.0,119,804
17924.0,35,826
17931.0,268,845
17932.0,268,845
17933.0,268,845
17934.0,268,845
17935.0,63,492
17937.0,15,253
17940.0,63,492
17941.0,63,492
17942.0,15,253
17943.0,63,492
17943.0,15,253
17944.0,63,492
17946.0,15,253
17947.0,15,253
17948.0,63,492
17948.0,15,253
17949.0,15,253
17949.0,63,492
17950.0,15,253
17951.0,15,253
17953.0,172,603
17954.0,63,492
17956.0,63,150
17957.0,63,150
17957.0,194,311
17961.0,50,80
17962.0,50,80
17963.0,35,826
17968.0,268,845
17969.0,63,492
17969.0,268,845
17981.0,194,765
17982.0,194,765
17982.0,63,150
17983.0,194,765
17983.0,63,492
17984.0,63,492
17985.0,63,492
17985.0,194,765
17986.0,194,765
17987.0,194,765
17988.0,194,765
17989.0,194,765
17989.0,63,150
17989.0,150,533
17990.0,194,765
17990.0,150,533
17991.0,194,765
17992.0,194,765
17992.0,63,492
17993.0,194,765
17994.0,194,765
17995.0,194,765
17996.0,194,765
17997.0,63,492
17999.0,63,492
18000.0,63,492
18001.0,63,492
18009.0,63,492
18010.0,63,492
18011.0,63,492
18012.0,63,492
18013.0,63,492
18023.0,63,492
18030.0,63,150
18030.0,63,492
18030.0,63,533
18031.0,63,533
18031.0,63,709
18032.0,63,150
18032.0,150,709
18035.0,39,242
18036.0,39,242
18036.0,123,253
18037.0,123,253
18039.0,39,242
18040.0,63,481
18041.0,63,481
18043.0,63,150
18049.0,95,123
18049.0,63,481
18050.0,63,132
18050.0,63,481
18051.0,48,80
18051.0,48,132
18060.0,80,240
18062.0,80,240
18064.0,50,240
18066.0,494,765
18067.0,494,765
18068.0,172,819
18068.0,50,240
18068.0,494,765
18069.0,50,240
18069.0,494,765
18070.0,494,765
18071.0,105,181
18071.0,184,751
18071.0,494,765
18072.0,105,181
18072.0,105,113
18073.0,172,196
18073.0,105,181
18074.0,105,181
18075.0,105,181
18077.0,105,240
18079.0,184,751
18082.0,105,513
18083.0,105,513
18083.0,751,826
18085.0,181,513
18085.0,105,181
18086.0,181,513
18087.0,181,513
18088.0,181,513
18089.0,105,513
18089.0,181,513
18089.0,184,751
18090.0,181,513
18090.0,185,751
18091.0,181,513
18092.0,181,513
18092.0,184,751
18092.0,105,181
18093.0,181,513
18093.0,184,751
18093.0,105,181
18094.0,184,751
18095.0,184,751
18096.0,184,751
18096.0,184,185
18097.0,184,751
18098.0,105,513
18098.0,184,751
18099.0,184,751
18100.0,184,751
18100.0,185,751
18101.0,105,513
18101.0,184,751
18102.0,113,181
18115.0,105,113
18124.0,105,113
18126.0,105,113
18158.0,80,494
18160.0,80,223
18161.0,80,311
18161.0,105,113
18161.0,494,765
18163.0,113,513
18166.0,181,311
18168.0,105,113
18170.0,80,311
18170.0,105,113
18172.0,105,113
18173.0,223,311
18173.0,105,113
18178.0,105,113
18180.0,211,213
18189.0,105,113
18191.0,50,240
18191.0,105,113
18193.0,223,311
18198.0,105,513
18201.0,50,240
18211.0,105,513
18216.0,494,765
18218.0,494,765
18218.0,223,311
18218.0,492,601
18219.0,494,765
18220.0,223,311
18220.0,494,765
18221.0,494,765
18222.0,494,765
18223.0,492,601
18223.0,223,311
18223.0,494,765
18224.0,492,601
18225.0,492,601
18225.0,223,311
18226.0,492,601
18226.0,223,311
18227.0,492,601
18227.0,223,311
18228.0,492,601
18228.0,223,311
18229.0,492,601
18230.0,492,601
18230.0,223,662
18231.0,223,662
18232.0,223,662
18233.0,223,662
18234.0,223,662
18235.0,223,662
18251.0,223,662
18252.0,223,662
18253.0,223,662
18258.0,223,662
18259.0,223,662
18276.0,223,311
18282.0,184,751
18293.0,223,662
18298.0,95,242
18316.0,273,804
18318.0,63,240
18373.0,119,209
18375.0,95,311
18384.0,242,311
18395.0,255,273
18396.0,255,273
18396.0,95,311
18404.0,39,205
18405.0,209,875
18442.0,95,123
18473.0,150,804
18505.0,150,804
18509.0,150,762
18512.0,150,804
18514.0,150,762
18514.0,762,804
18516.0,63,709
18532.0,123,311
18533.0,123,311
18568.0,150,804
18569.0,150,804
18570.0,63,499
18575.0,95,123
18576.0,95,123
18578.0,123,311
18584.0,603,791
18594.0,481,709
18610.0,481,709
18627.0,150,804
18628.0,150,804
18629.0,150,804
18630.0,150,804
18631.0,150,804
18632.0,150,804
18634.0,150,804
18636.0,150,804
18637.0,150,804
18638.0,150,804
18639.0,150,804
18640.0,150,804
18642.0,150,804
18645.0,150,804
18646.0,150,804
18647.0,150,804
18648.0,150,804
18649.0,150,804
18649.0,205,267
18650.0,150,804
18651.0,150,804
18655.0,150,804
18655.0,205,267
18657.0,205,267
18661.0,150,804
18668.0,184,751
18669.0,273,751
18681.0,95,123
18691.0,150,804
18692.0,205,267
18692.0,150,804
18693.0,150,804
18694.0,205,267
18695.0,205,267
18696.0,205,267
18697.0,150,804
18697.0,205,267
18698.0,205,267
18699.0,205,267
18700.0,205,267
18701.0,150,804
18701.0,205,267
18702.0,150,804
18702.0,205,267
18703.0,205,267
18704.0,205,267
18705.0,205,267
18706.0,150,804
18706.0,205,267
18707.0,150,804
18707.0,205,267
18708.0,150,804
18708.0,205,267
18709.0,150,804
18710.0,205,267
18712.0,150,213
18724.0,205,267
18725.0,205,267
18726.0,205,267
18729.0,205,267
18731.0,205,267
18732.0,205,267
18733.0,205,267
18734.0,205,267
18735.0,205,267
18736.0,205,267
18737.0,205,267
18738.0,205,267
18740.0,63,267
18740.0,63,205
18740.0,205,267
18741.0,205,267
18742.0,205,267
18745.0,205,267
18746.0,63,481
18746.0,205,267
18747.0,205,267
18764.0,762,804
18772.0,184,751
18773.0,184,751
18788.0,123,311
18790.0,150,804
18791.0,123,311
18791.0,150,804
18794.0,150,481
18814.0,123,311
18816.0,123,311
18817.0,123,311
18818.0,95,123
18822.0,123,311
18823.0,123,311
18826.0,95,123
18827.0,95,311
18827.0,95,123
18828.0,123,311
18828.0,95,311
18830.0,123,311
18831.0,123,311
18835.0,511,762
18839.0,511,762
18841.0,511,762
18841.0,172,779
18842.0,172,779
18843.0,172,779
18848.0,481,709
18849.0,481,709
18850.0,481,709
18854.0,511,804
18855.0,150,709
18856.0,150,709
18857.0,150,709
18859.0,511,762
18871.0,273,826
18872.0,273,826
18872.0,211,826
18915.0,311,496
18915.0,762,804
18947.0,50,762
18948.0,50,762
18962.0,48,209
19001.0,95,172
19002.0,95,172
19055.0,123,172
19109.0,105,513
19113.0,15,123
19125.0,15,123
19134.0,15,123
19136.0,15,123
19137.0,15,123
19138.0,15,123
19151.0,15,123
19152.0,15,123
19153.0,15,123
30287.0,105,513
30293.0,265,826
30362.0,105,513
30390.0,194,311
30404.0,265,826
30416.0,120,819
30418.0,122,533
30418.0,150,481
30419.0,122,533
30420.0,122,533
30421.0,122,533
30422.0,122,533
30423.0,122,533
30424.0,122,533
30425.0,122,533
30427.0,122,533
30429.0,113,194
30430.0,48,875
30441.0,662,939
30443.0,662,939
30444.0,662,939
30445.0,205,662
30450.0,150,601
30460.0,150,601
30463.0,105,513
30464.0,105,513
30466.0,194,662
30471.0,120,819
30472.0,120,819
30473.0,132,194
30473.0,120,819
30473.0,273,826
30478.0,120,819
30480.0,120,819
30491.0,29,819
30493.0,29,819
30496.0,29,819
30497.0,29,819
30498.0,29,819
30499.0,29,819
30506.0,265,826
30506.0,29,819
30514.0,265,826
30515.0,265,826
30516.0,265,826
30516.0,63,709
30518.0,63,709
30520.0,63,709
30521.0,63,709
30522.0,63,709
30524.0,265,826
30524.0,63,709
30525.0,265,826
30527.0,265,826
30530.0,63,709
30532.0,63,709
30534.0,63,448
30536.0,48,209
30538.0,265,826
30546.0,122,271
30546.0,150,533
30547.0,122,271
30547.0,150,533
30548.0,122,271
30548.0,265,826
30548.0,150,533
30549.0,150,533
